mkt_email,next_mnth_pv,age,tenure,ammount_spent,vehicle,food,beverage,art,baby,personal_care,toys,clothing,decor,cell_phones,construction,home_appliances,electronics,sports,tools,games,industry,pc,jewel,books,music_books_movies,health
0,48.26,25.0,1.0,291.53,0,0,1,0,0,3,2,2,3,1,1,2,0,3,2,1,0,1,0,1,1,3
0,14.87,55.0,0.0,77.95,0,1,3,0,0,0,1,3,2,2,1,3,2,0,2,2,2,1,2,0,2,1
1,1402.18,43.0,0.0,147.18,0,1,2,2,2,0,0,0,0,3,1,3,1,2,0,4,0,3,0,0,2,2
1,1051.28,33.0,1.0,3.86,0,0,1,1,0,1,0,1,2,3,3,1,3,1,2,2,0,1,0,0,1,1
1,15501.25,40.0,0.0,49432.64,0,1,1,1,4,1,0,6,1,1,2,3,1,1,1,2,1,3,3,0,1,2
0,83.59,34.0,1.0,89.4,0,0,0,0,2,1,2,2,1,3,0,2,2,0,1,2,0,5,0,1,1,2
1,1303.17,31.0,2.0,70.93,0,1,1,1,1,2,0,2,1,7,2,1,4,0,1,1,1,1,1,1,1,0
0,118.3,44.0,0.0,141.99,0,1,2,4,1,1,1,0,1,2,2,1,1,0,1,3,1,2,1,1,0,2
0,36.32,28.0,0.0,25.34,1,0,1,1,0,1,2,4,0,3,0,1,3,0,0,1,1,0,2,2,0,0
1,1122.87,38.0,1.0,155.07,0,0,1,0,0,0,0,3,1,4,2,0,2,1,0,1,0,0,1,2,1,3
0,54.3,35.0,1.0,13.1,0,1,0,1,0,1,0,5,1,3,0,0,5,1,1,0,1,3,0,1,3,1
1,1538.36,65.0,0.0,223.77,0,1,2,1,0,2,1,3,2,2,0,1,5,1,0,1,1,3,2,1,0,2
0,21.5,30.0,0.0,208.31,0,3,1,0,1,1,1,2,4,10,1,0,0,2,0,1,0,4,2,4,2,3
0,26.37,48.0,0.0,15.71,0,1,1,0,1,0,1,2,2,2,1,0,3,2,1,0,0,2,0,1,0,1
0,59.91,27.0,1.0,84.53,0,1,0,0,2,0,1,1,1,5,2,1,0,0,2,2,1,4,3,0,0,0
1,889.46,47.0,0.0,11.29,0,0,1,1,0,2,0,1,0,0,2,1,2,1,0,0,3,1,0,2,1,0
1,1486.69,39.0,0.0,15.38,0,0,1,3,3,0,0,3,1,4,2,0,2,1,3,2,0,2,1,0,2,0
0,82.74,33.0,0.0,132.05,0,0,0,0,1,2,0,2,1,2,0,0,1,0,0,4,1,4,1,4,2,1
1,1644.57,41.0,1.0,60.01,0,3,1,2,1,0,1,2,4,2,4,2,3,1,2,3,0,1,2,0,0,2
0,15.3,19.0,1.0,6.44,0,0,1,0,3,1,0,3,0,1,2,2,1,0,4,2,0,3,0,1,2,0
1,1689.38,24.0,0.0,315.8,0,1,0,0,4,2,2,0,0,3,1,1,4,0,0,2,3,2,1,1,3,1
0,63.81,37.0,1.0,60.87,0,1,1,1,2,3,2,6,2,1,0,0,3,1,3,2,0,2,1,2,1,2
0,85.52,61.0,0.0,54.31,0,2,1,0,1,1,2,3,2,4,2,0,3,1,1,0,0,4,1,1,1,2
1,1425.86,37.0,1.0,46.62,0,1,0,2,1,0,2,2,2,4,1,1,1,0,1,0,1,2,2,0,0,3
0,13.55,21.0,0.0,31.73,0,1,0,1,2,1,0,2,0,1,4,1,2,2,0,2,2,3,3,2,1,2
0,52.02,65.0,0.0,40.26,0,0,1,2,3,0,3,3,0,4,1,1,3,0,0,1,0,0,0,1,2,1
0,86.05,32.0,0.0,116.45,0,1,0,1,0,0,1,2,0,1,0,0,3,1,0,2,2,1,0,0,0,3
1,1159.19,49.0,0.0,64.23,1,1,2,1,0,0,1,1,0,3,0,0,2,1,2,0,1,5,1,3,0,0
1,1795.51,20.0,1.0,77.6,0,1,1,1,0,1,0,4,0,2,0,0,5,0,1,4,1,4,3,2,3,4
1,1369.48,43.0,1.0,19.23,0,1,2,0,1,0,2,2,0,5,4,0,2,3,1,0,1,1,0,0,0,1
0,4.73,31.0,1.0,2.45,0,0,2,2,0,1,1,2,0,4,2,1,2,0,2,2,0,2,2,0,0,4
1,1302.41,20.0,0.0,11.16,0,0,1,0,0,1,1,1,0,1,1,2,3,1,1,2,1,3,3,2,0,4
1,1705.05,28.0,0.0,135.29,0,0,1,1,0,0,1,5,3,4,2,0,3,0,3,2,1,1,0,0,2,3
0,19.33,30.0,0.0,9.42,1,0,0,2,1,1,0,2,1,3,1,1,2,1,3,4,1,1,0,1,2,3
0,18.75,30.0,0.0,3.02,0,1,2,1,0,1,1,1,1,5,0,1,1,0,1,1,1,2,1,1,1,1
1,1510.42,21.0,0.0,117.86,1,1,0,2,1,0,0,2,0,3,1,1,5,0,2,0,4,2,2,0,0,1
0,59.22,39.0,0.0,17.15,0,1,0,5,0,2,3,1,3,3,0,0,3,2,1,3,1,2,1,0,1,4
0,19.48,41.0,1.0,25.73,0,1,0,0,0,0,1,0,0,3,3,0,4,1,1,4,0,0,2,4,1,3
0,43.83,55.0,0.0,2.46,1,1,1,2,3,0,0,1,1,2,0,1,4,1,1,1,2,2,2,0,2,2
1,1689.64,36.0,0.0,4.21,0,5,1,1,2,0,2,1,0,3,0,0,2,0,0,9,4,1,2,0,0,3
1,1015.64,46.0,1.0,4.62,0,0,1,0,1,0,1,3,2,2,0,0,5,1,0,4,0,2,1,1,0,1
0,98.2,23.0,1.0,69.02,0,1,2,2,1,0,0,2,1,4,1,0,0,1,0,2,2,3,0,0,1,0
1,1711.97,48.0,0.0,20.74,0,1,0,2,3,0,2,3,0,4,0,2,6,2,0,3,0,2,2,1,0,3
0,5.03,29.0,0.0,16.21,0,2,0,0,2,2,1,1,4,9,0,0,3,0,2,3,0,1,1,0,0,3
0,32.43,47.0,1.0,127.02,0,2,1,0,0,1,1,1,1,5,0,2,4,1,1,3,0,1,0,0,2,0
1,1002.75,59.0,0.0,449.44,0,1,1,1,1,1,0,2,0,0,1,1,3,0,1,2,0,3,2,0,1,2
0,68.89,34.0,0.0,196.05,0,0,1,3,0,2,1,2,0,3,1,0,2,0,1,0,2,1,2,0,1,2
1,1318.74,53.0,0.0,108.67,0,1,0,1,4,1,1,2,0,6,1,1,3,0,2,2,0,0,0,0,0,2
1,1509.9,28.0,0.0,132.7,0,1,0,0,3,1,1,1,3,7,0,0,2,3,0,2,0,1,2,4,0,1
0,21.5,21.0,1.0,77.26,0,0,1,2,0,2,1,0,1,3,1,3,1,2,2,2,1,1,0,0,1,2
0,78.17,32.0,1.0,95.52,0,1,3,0,1,0,0,3,2,3,3,0,3,4,0,1,0,1,3,2,1,2
1,1323.99,52.0,0.0,21.66,0,1,2,2,0,1,0,2,1,5,3,2,2,1,0,2,2,1,0,1,0,1
0,151.63,58.0,0.0,89.06,1,2,0,1,0,0,2,0,2,4,1,1,3,2,0,0,1,2,1,1,0,2
1,1802.33,31.0,1.0,85.68,0,0,3,2,2,1,0,2,0,0,3,1,1,2,0,2,5,0,3,0,1,0
0,16.01,30.0,0.0,54.31,0,1,0,0,4,3,4,0,0,3,2,1,0,0,0,5,1,4,0,1,2,5
0,237.73,33.0,1.0,77.12,0,0,1,0,2,2,1,0,2,6,1,0,3,1,0,0,0,2,1,1,0,0
0,41.33,33.0,0.0,82.37,0,2,1,0,0,0,0,2,0,2,0,0,4,0,1,2,1,2,2,2,0,1
1,1099.96,37.0,2.0,86.47,0,1,0,0,2,0,2,4,0,1,0,1,0,1,1,1,1,3,1,1,1,2
1,1170.07,35.0,1.0,110.6,0,1,0,1,1,2,0,3,0,3,1,1,3,1,0,2,0,1,0,2,0,4
0,61.85,51.0,1.0,11.94,0,2,0,0,1,0,0,2,0,3,0,1,0,1,4,2,0,2,2,1,1,3
0,97.48,40.0,0.0,2.23,0,0,1,1,0,3,0,3,2,5,0,1,1,1,2,6,1,2,0,0,1,2
0,25.17,26.0,0.0,50.31,0,0,0,0,0,1,0,4,1,1,1,0,4,1,1,2,1,2,0,0,1,2
1,1080.77,42.0,0.0,52.45,0,0,1,0,1,1,1,3,2,2,0,2,1,0,1,2,1,1,0,0,1,2
1,1422.73,35.0,1.0,111.82,0,2,1,3,1,2,1,4,1,4,1,0,2,0,1,1,1,1,0,2,1,0
0,86.98,33.0,0.0,0.95,0,3,0,1,1,0,1,1,1,3,1,1,4,0,0,2,2,0,1,1,2,0
0,16.31,38.0,0.0,3.38,0,3,1,2,1,2,1,2,2,3,1,3,3,1,2,4,0,3,0,1,3,2
0,168.97,26.0,1.0,181.54,0,0,1,1,0,0,1,2,0,3,2,1,1,2,1,1,1,0,2,0,0,1
0,1.67,68.0,1.0,40.76,0,2,0,1,3,0,0,0,3,4,2,0,1,1,1,1,0,3,2,0,1,2
1,1354.48,49.0,0.0,58.51,0,0,1,0,2,1,1,3,0,1,1,1,3,0,0,2,3,2,1,2,1,2
1,1602.4,27.0,0.0,24.06,0,0,1,2,1,1,1,3,1,4,0,0,3,1,1,5,0,2,1,1,3,2
1,881.49,35.0,0.0,214.26,0,2,0,0,0,1,1,0,1,4,0,0,3,0,0,0,0,2,1,0,1,2
1,1839.67,28.0,0.0,726.57,0,0,2,3,1,0,1,4,1,3,1,1,4,2,0,1,1,2,0,1,1,2
0,27.93,24.0,0.0,49.92,0,1,2,0,0,0,0,5,0,2,0,1,2,3,3,1,2,1,3,2,0,3
1,1544.59,40.0,0.0,70.54,0,1,1,1,2,1,0,1,1,5,1,1,2,2,1,4,1,0,0,1,3,2
1,1583.91,30.0,0.0,80.59,0,1,1,4,2,0,1,1,0,2,3,1,1,0,0,0,1,1,2,1,1,4
1,1385.33,45.0,0.0,295.3,0,1,0,0,1,1,0,2,0,2,0,1,0,2,0,1,1,2,2,3,1,3
1,1456.8,26.0,0.0,360.04,0,0,0,0,3,1,0,2,1,3,3,0,3,0,0,0,1,1,0,0,1,4
1,1661.68,53.0,0.0,59.34,0,1,0,2,1,0,2,5,3,1,1,2,1,2,0,3,3,1,1,1,1,2
0,75.89,41.0,0.0,1.01,0,1,1,0,1,1,0,2,5,1,1,0,4,1,0,3,0,2,0,0,0,4
1,1326.86,27.0,1.0,112.03,0,0,1,0,3,0,1,2,2,2,1,2,2,3,1,3,0,2,0,3,1,1
1,1112.56,37.0,0.0,24.79,0,0,0,2,0,2,1,2,0,6,0,1,2,0,1,0,0,1,0,1,2,2
1,1455.35,26.0,1.0,262.79,0,1,0,0,0,0,0,1,2,5,2,2,3,1,0,2,1,1,0,0,2,1
1,1106.15,30.0,1.0,81.04,1,0,0,0,0,2,1,3,0,2,0,2,2,0,2,1,0,4,4,1,1,1
1,1593.3,23.0,1.0,139.27,0,1,2,1,1,1,0,2,2,3,1,0,0,5,2,0,1,6,1,1,0,2
0,68.23,27.0,1.0,26.77,0,3,1,0,1,2,0,4,0,3,0,3,2,0,1,2,1,3,1,1,1,4
1,1181.27,52.0,0.0,72.36,0,0,0,0,1,0,2,3,1,1,0,1,4,0,0,1,2,0,0,0,0,2
1,1586.93,33.0,1.0,2.2,0,2,1,2,0,0,2,1,2,6,2,0,2,3,0,3,0,4,3,1,1,0
1,1054.75,54.0,0.0,107.35,0,1,1,1,1,1,1,0,0,2,1,1,3,3,0,0,0,3,2,0,1,0
1,1469.52,43.0,0.0,71.76,0,0,3,2,0,2,1,0,0,4,1,2,4,1,0,1,2,1,1,1,2,1
0,41.8,35.0,0.0,340.21,0,1,2,0,1,2,0,3,1,3,1,1,2,4,1,3,0,3,1,0,0,0
0,23.67,39.0,0.0,3.98,0,1,2,2,0,1,0,2,1,4,0,1,4,1,2,1,2,2,0,6,2,2
1,1058.88,25.0,2.0,53.78,0,0,0,0,0,0,0,5,0,2,0,1,4,1,0,2,1,2,1,1,2,2
0,16.73,32.0,0.0,49.8,0,5,1,2,1,2,0,2,1,3,2,1,0,1,0,1,0,2,2,0,1,3
1,1580.93,46.0,0.0,56.87,0,1,2,0,0,1,0,2,5,3,0,0,2,1,0,1,3,1,3,1,0,2
1,1031.1,36.0,1.0,302.33,1,1,1,0,1,0,0,2,1,0,0,2,1,1,0,0,0,3,0,3,1,1
0,235.65,47.0,1.0,6.41,0,0,1,1,0,0,1,2,1,2,1,0,0,1,1,1,0,0,1,0,2,2
1,1313.77,21.0,0.0,291.52,0,1,0,1,1,0,0,1,0,1,1,1,6,0,0,3,0,3,3,1,0,4
0,85.82,59.0,1.0,1.13,0,0,1,1,0,1,1,2,0,5,1,0,0,2,1,0,1,2,3,0,1,4
0,17.58,70.0,0.0,296.58,0,0,2,2,1,1,0,1,0,1,1,1,0,0,2,2,3,1,2,0,4,0
0,81.87,23.0,0.0,97.68,0,0,1,2,1,1,0,1,0,6,0,2,3,2,0,1,2,5,1,0,2,1
1,1480.61,35.0,1.0,82.99,0,2,1,1,1,1,1,1,1,2,1,1,1,0,2,1,1,2,2,0,2,4
1,2165.15,27.0,0.0,87.27,1,1,2,0,3,1,4,2,3,2,0,1,3,3,1,0,1,2,2,2,1,2
0,124.5,41.0,1.0,22.58,0,0,0,1,2,0,1,2,1,5,1,1,2,1,0,2,0,4,0,1,1,0
1,1299.03,49.0,1.0,38.26,0,2,1,1,2,1,0,1,2,3,1,0,0,1,3,4,1,0,0,1,1,3
1,1155.12,23.0,0.0,97.16,0,2,0,2,2,2,0,1,0,2,1,1,2,2,0,6,0,0,2,0,1,2
1,1091.95,62.0,1.0,176.07,0,0,1,0,1,0,0,1,0,1,2,1,4,2,2,0,1,5,1,0,1,0
1,1480.39,46.0,1.0,38.32,1,1,1,0,2,0,0,1,2,3,1,0,1,1,2,3,3,0,2,1,1,1
0,250.75,26.0,0.0,229.27,1,0,4,0,2,1,1,2,2,3,0,0,3,0,2,2,0,0,0,0,1,3
0,1.78,23.0,0.0,25.41,0,1,1,0,0,0,0,4,0,2,3,0,2,2,4,3,1,2,1,1,1,0
0,166.86,41.0,2.0,162.17,1,1,1,1,1,2,4,0,0,3,2,0,4,2,0,0,1,2,1,1,2,2
0,22.35,28.0,1.0,198.44,1,2,1,1,0,1,1,1,0,1,1,0,4,0,0,4,1,3,1,2,3,3
1,1240.47,59.0,1.0,13.38,0,0,1,0,2,0,1,1,2,3,1,1,2,2,1,1,2,2,0,0,1,1
1,1164.5,51.0,1.0,25679.68,0,0,0,0,0,1,1,2,1,4,1,4,1,0,4,2,0,2,0,0,2,3
0,25.23,33.0,0.0,84.75,0,0,0,1,0,1,1,3,0,3,1,0,3,1,0,2,0,5,0,3,0,2
1,1491.71,30.0,1.0,214.49,0,2,2,1,0,2,1,2,2,2,3,1,2,0,0,1,3,0,1,1,2,1
0,146.83,32.0,0.0,463.55,0,2,0,3,0,0,0,0,0,2,1,1,1,0,0,1,3,1,0,0,2,1
0,7.21,24.0,0.0,59.51,0,1,2,0,2,2,0,2,2,4,3,3,1,0,2,3,1,1,1,1,0,1
1,1422.21,32.0,0.0,82.13,0,2,1,0,0,1,0,2,3,1,1,0,0,1,0,0,1,2,2,1,1,3
0,300.63,24.0,1.0,95.22,0,1,1,0,0,1,1,2,1,3,0,1,2,1,1,2,2,2,1,1,0,2
0,27.09,29.0,0.0,10.07,0,1,0,0,2,0,2,1,2,6,1,0,0,2,1,1,0,1,2,0,1,1
0,67.52,39.0,1.0,276.65,0,1,1,1,1,1,0,2,0,5,1,1,4,0,1,4,1,4,2,0,1,2
0,12.96,23.0,0.0,170.74,0,2,1,0,2,1,2,1,0,4,1,2,2,4,0,3,1,4,1,0,0,1
0,5.05,27.0,0.0,139.79,0,0,0,1,1,2,0,2,1,3,0,2,1,1,0,3,1,3,2,2,1,2
1,1117.43,29.0,0.0,7.95,0,1,2,0,0,2,1,5,0,1,1,1,2,1,0,2,2,1,1,0,0,1
0,210.86,46.0,0.0,23.65,0,1,0,2,1,1,0,3,3,2,3,1,3,2,3,4,1,3,0,1,1,0
0,73.39,31.0,0.0,1.66,0,1,0,1,0,2,3,2,0,2,0,1,2,2,0,2,2,2,0,1,0,2
1,1427.19,22.0,0.0,637.41,0,1,0,2,0,3,2,5,2,3,1,0,0,1,1,0,1,1,0,1,3,0
1,1371.17,22.0,0.0,14.16,0,0,1,2,1,0,2,1,0,2,0,0,2,0,3,4,4,1,1,2,1,1
0,266.16,39.0,0.0,144.07,1,1,1,4,1,2,0,2,2,2,0,0,0,0,3,3,0,2,2,1,0,3
0,60.56,36.0,1.0,142.77,0,1,1,0,2,1,2,2,3,4,0,2,2,1,1,1,0,0,0,1,0,5
0,1.66,65.0,0.0,15.75,0,3,2,1,1,0,3,2,2,2,0,4,0,2,1,1,1,1,0,2,0,0
1,942.99,37.0,0.0,45.99,0,2,1,0,2,0,0,2,0,0,1,1,1,0,2,4,2,3,0,2,1,0
1,1540.82,27.0,0.0,199.98,0,1,1,1,0,0,1,2,1,3,0,0,5,1,1,4,3,5,1,1,1,1
1,1553.55,51.0,2.0,17.17,0,0,0,0,2,1,1,7,0,5,0,0,5,1,0,2,1,0,1,1,0,3
1,849.71,50.0,1.0,21.05,0,0,2,0,0,1,0,1,0,2,2,0,0,2,1,2,0,4,0,3,0,1
0,29.55,22.0,0.0,140.31,1,1,1,3,1,0,2,2,1,4,0,0,1,4,0,0,0,1,2,1,0,0
1,1904.09,52.0,1.0,240.83,0,1,2,1,5,1,1,3,2,3,1,3,1,1,1,2,2,1,0,0,3,1
1,1413.37,30.0,0.0,15.04,0,1,1,0,1,0,2,4,0,1,3,3,2,0,0,1,1,2,0,1,1,4
1,1289.19,34.0,0.0,82.78,1,1,2,1,1,0,0,1,2,1,0,1,1,2,1,3,0,0,2,2,0,4
1,1019.88,33.0,2.0,126.13,0,0,0,0,1,0,1,2,1,1,0,1,4,3,2,1,1,4,0,0,0,1
0,723.92,70.0,1.0,93.47,1,2,1,1,0,3,1,1,1,2,1,0,2,1,1,1,1,1,1,0,0,0
0,174.93,39.0,0.0,20.98,0,0,0,3,1,0,0,8,2,3,0,0,2,2,0,0,0,1,3,1,0,3
0,33.46,44.0,0.0,175.37,0,1,2,1,1,0,0,1,0,4,1,0,1,1,0,3,1,5,0,0,1,2
0,239.76,58.0,0.0,418.9,0,0,1,0,2,1,0,4,2,3,2,2,2,1,1,1,1,2,2,0,3,0
1,1171.74,25.0,0.0,70.51,0,0,1,0,1,1,1,4,0,3,0,2,3,1,0,2,2,2,0,0,1,1
0,9.41,54.0,1.0,52.18,0,3,1,0,2,0,1,4,1,2,1,1,4,0,0,3,2,1,0,1,1,6
1,1432.18,64.0,1.0,15.98,0,1,1,1,0,1,1,1,3,5,1,1,4,0,0,2,1,1,1,1,0,3
0,3.34,42.0,1.0,35.97,0,1,1,4,2,2,0,3,0,3,0,3,4,1,1,0,1,2,1,1,1,0
1,1385.81,28.0,1.0,32.42,0,2,0,2,2,1,1,4,2,4,0,0,1,1,1,0,0,1,0,1,4,0
0,50.78,25.0,0.0,1.32,0,1,2,2,1,1,1,0,1,4,2,1,2,0,0,2,1,5,0,2,3,2
1,1074.98,33.0,0.0,118.61,0,0,1,1,2,1,0,0,2,4,0,1,0,2,1,1,0,0,1,1,1,1
0,4.9,49.0,0.0,25.92,0,3,2,2,0,2,2,0,3,6,1,0,1,1,0,3,2,2,1,1,1,0
0,11.22,27.0,1.0,14.68,0,0,1,2,1,0,1,0,0,1,0,1,1,1,0,0,1,2,2,0,0,2
1,1226.29,43.0,0.0,122.01,0,2,1,4,2,0,1,1,1,2,1,1,3,1,0,2,0,1,0,2,0,2
0,304.26,39.0,0.0,141.26,1,0,2,3,2,2,1,3,1,2,3,0,2,0,0,2,3,1,0,2,1,1
0,27.75,59.0,0.0,26.18,0,1,1,1,1,1,1,1,2,4,1,3,3,1,0,2,1,4,3,0,0,2
0,130.03,33.0,0.0,186.9,0,5,0,0,1,1,0,1,1,2,0,2,4,2,2,2,0,1,0,1,1,5
1,1269.77,42.0,0.0,16.68,0,1,0,0,2,1,0,3,2,2,1,0,2,1,2,0,1,1,2,0,0,3
1,1482.1,27.0,0.0,33.38,0,1,2,0,2,1,0,5,0,7,0,0,0,0,1,0,1,2,1,0,1,2
0,22.11,45.0,0.0,20.65,0,1,1,2,0,0,1,0,0,1,1,0,4,1,0,5,0,2,1,2,0,2
1,1431.24,32.0,0.0,135.01,0,1,2,1,3,2,0,2,1,2,1,0,0,0,1,1,0,3,1,0,1,2
0,199.39,44.0,0.0,298.35,0,1,0,1,0,1,3,0,1,3,1,1,6,1,0,0,1,0,2,0,1,1
0,39.88,45.0,0.0,101.35,0,0,1,0,0,1,1,2,1,3,1,1,3,2,1,1,2,3,3,1,3,4
0,0.23,30.0,1.0,30.13,0,1,1,2,3,0,2,3,0,3,1,1,1,1,3,2,0,2,0,1,2,0
1,1566.55,25.0,1.0,25.11,0,1,0,1,1,0,2,1,3,2,1,0,1,1,1,2,2,2,2,0,3,2
1,660.02,39.0,0.0,65.49,0,0,1,0,0,3,1,0,0,1,1,0,0,2,0,2,0,1,1,0,0,2
1,1513.56,23.0,0.0,183.94,0,2,1,1,1,1,2,1,0,3,0,2,5,1,2,3,2,2,1,2,0,3
1,1321.83,38.0,1.0,185.93,0,1,1,4,1,1,0,2,0,3,2,3,0,1,1,2,2,2,1,1,0,1
0,160.5,38.0,1.0,7.73,0,0,1,2,2,3,1,2,1,4,1,0,2,1,0,1,1,4,0,1,1,5
0,173.29,31.0,1.0,81.13,1,1,0,4,3,1,2,0,2,6,2,0,1,2,2,2,0,0,0,0,1,3
0,12.98,46.0,1.0,128.37,0,1,1,0,1,0,2,1,1,1,2,2,2,1,1,3,1,1,0,1,1,5
0,346.93,44.0,0.0,242.34,0,0,3,2,2,1,3,0,0,5,2,0,2,1,0,1,0,2,2,1,1,1
1,1384.07,39.0,0.0,85.95,0,1,0,1,1,2,1,3,0,1,0,1,1,0,0,2,2,2,2,2,0,3
1,1682.25,25.0,0.0,23.62,0,2,1,0,1,2,0,5,2,3,2,2,2,1,0,2,2,1,2,2,1,1
1,1681.31,73.0,0.0,354.31,1,1,2,0,1,4,1,3,1,5,1,1,2,2,1,1,0,1,3,0,0,2
1,988.84,33.0,0.0,49.72,0,1,0,1,2,1,0,0,0,4,0,0,1,1,0,3,0,2,0,2,2,2
0,168.06,45.0,0.0,200.19,0,1,0,1,2,1,0,2,0,6,1,2,0,0,1,1,3,2,3,2,1,1
0,274.73,30.0,0.0,552.31,0,0,1,1,2,3,2,1,0,4,0,3,2,2,0,5,0,0,0,1,2,1
0,3.34,37.0,0.0,70.13,0,3,2,1,1,3,0,1,1,6,0,2,3,2,3,3,2,4,3,1,0,2
0,242.27,46.0,0.0,302.6,0,2,1,5,2,0,0,1,3,6,1,0,0,1,2,0,3,3,1,1,0,1
1,1340.21,32.0,0.0,54.78,0,1,0,2,1,0,0,1,1,1,0,1,1,2,0,1,3,3,3,1,0,3
0,50.17,45.0,0.0,1.53,0,0,3,3,1,1,2,5,1,1,0,1,3,2,0,1,2,2,0,1,0,2
1,1639.74,30.0,0.0,211.1,0,2,0,0,1,0,1,2,2,1,2,0,1,0,0,1,1,5,5,2,1,3
1,1710.23,51.0,0.0,166.43,0,0,3,1,1,0,1,2,1,3,1,3,1,1,0,2,2,3,2,4,1,2
0,38.45,55.0,0.0,108.14,0,0,0,1,1,0,0,3,0,3,0,1,1,1,1,1,1,1,0,2,1,2
0,129.88,49.0,0.0,44.44,0,1,0,0,3,2,1,5,1,6,0,3,4,3,1,2,0,1,0,4,0,1
0,51.92,24.0,0.0,7.89,0,1,3,0,3,3,1,3,1,6,1,0,4,1,0,0,0,2,0,2,1,1
0,19.51,37.0,0.0,1.7,0,1,1,1,0,1,1,1,3,6,2,0,4,1,0,3,0,1,3,1,3,6
0,109.49,41.0,2.0,173.42,0,2,0,0,1,1,1,2,0,5,1,1,0,1,0,2,2,3,0,3,1,2
1,1740.07,25.0,1.0,53.75,0,0,2,1,2,1,2,1,2,4,0,1,2,0,1,0,1,1,3,2,1,1
0,21.08,39.0,0.0,24.69,0,3,0,0,3,0,1,2,0,2,0,1,2,1,1,2,2,2,0,0,1,2
1,1556.6,40.0,0.0,30.33,0,0,0,1,3,2,0,6,2,0,0,1,0,0,0,2,2,3,2,2,2,2
0,80.56,23.0,0.0,86.37,0,1,1,0,2,1,1,1,1,2,1,0,0,2,2,4,2,2,2,2,0,2
0,242.4,29.0,0.0,108.35,0,1,2,1,2,1,0,1,1,2,4,2,0,1,1,2,2,2,1,0,0,1
1,1374.62,42.0,0.0,13.44,0,0,1,1,2,1,1,4,0,2,0,0,2,0,1,2,1,4,0,0,1,3
1,1741.1,51.0,0.0,75.8,0,0,2,1,0,0,2,1,2,3,1,0,3,1,0,0,1,3,1,2,3,3
1,1051.95,49.0,0.0,141.78,0,3,1,1,1,1,0,0,0,2,0,2,3,3,0,1,0,1,0,0,1,3
0,28.34,30.0,1.0,63.19,0,1,1,0,1,0,1,4,0,5,1,2,4,1,2,2,1,2,2,2,2,2
0,119.27,40.0,0.0,262.79,0,0,1,1,0,0,1,0,0,1,1,2,5,0,0,2,3,0,0,1,4,3
1,1094.45,25.0,1.0,59.27,0,1,1,1,0,1,0,1,2,2,1,1,2,0,1,3,0,4,1,2,0,2
0,64.58,45.0,0.0,6.96,0,2,1,1,2,0,1,1,1,7,0,2,2,1,1,2,0,3,4,0,1,4
0,282.58,35.0,1.0,43.35,2,0,2,1,1,3,0,1,2,3,0,1,2,0,1,3,1,2,1,1,3,4
1,1608.23,39.0,0.0,145.24,0,1,2,0,1,1,0,3,0,8,0,0,1,2,3,2,2,3,0,2,1,1
0,320.57,40.0,1.0,400.04,1,1,0,2,0,1,3,4,2,1,2,2,5,0,1,1,1,2,1,3,0,3
0,3.56,37.0,0.0,26.99,0,0,0,0,0,1,1,0,0,2,0,1,2,1,1,2,2,2,1,3,2,1
1,1262.63,46.0,0.0,124.54,0,2,0,0,1,1,0,1,2,2,0,1,1,1,2,0,1,3,1,1,0,5
1,1146.65,30.0,0.0,253.01,1,0,1,2,0,3,2,4,1,2,0,1,3,1,0,2,0,2,0,2,0,1
1,1257.11,73.0,0.0,123.1,0,1,2,1,2,0,1,2,0,4,1,1,1,0,2,1,1,1,2,0,0,1
0,23.22,55.0,0.0,63.98,0,0,0,0,1,1,1,2,0,1,2,0,5,1,0,0,2,1,2,0,0,5
1,1252.12,54.0,1.0,82.41,0,0,1,1,1,3,1,0,2,5,0,2,1,0,2,1,2,1,2,1,0,0
0,332.73,68.0,0.0,174.02,0,2,2,1,0,2,0,0,1,1,1,0,1,1,0,0,0,0,2,2,0,2
0,63.08,41.0,0.0,193.16,0,1,1,1,1,0,1,2,0,3,1,1,3,1,0,1,0,1,0,0,1,4
1,1481.63,74.0,0.0,17.58,0,0,2,0,2,0,1,2,1,5,2,2,2,0,3,0,1,3,0,0,0,3
0,3.47,34.0,1.0,81.9,0,2,0,1,0,0,1,5,0,3,2,2,3,3,0,1,2,0,3,2,2,1
0,0.88,46.0,1.0,26.25,0,0,2,0,1,1,1,2,1,3,0,0,1,0,0,0,3,0,0,0,0,2
1,1483.61,57.0,0.0,35.14,0,1,1,0,1,2,3,6,2,3,1,0,0,0,0,2,1,2,0,0,4,0
1,13404.27,28.0,0.0,46990.14,0,0,0,1,3,1,1,3,0,1,0,2,2,1,1,4,0,0,0,1,1,2
0,7.61,43.0,0.0,227.99,0,1,0,1,1,3,1,2,2,4,0,1,2,1,0,2,0,3,0,1,1,3
0,134.84,36.0,1.0,53.36,0,1,1,1,0,2,0,3,1,3,1,4,4,0,0,2,2,4,1,1,2,2
1,23554.27,47.0,0.0,39414.49,0,0,2,0,0,0,1,1,1,5,1,2,4,2,0,0,1,2,1,1,0,2
1,1390.71,28.0,0.0,196.5,0,2,1,3,1,1,0,6,0,2,1,1,4,0,3,0,2,1,1,0,0,1
1,1580.74,29.0,1.0,57.01,2,2,1,0,1,0,0,1,1,3,2,0,1,1,0,2,3,2,0,1,3,2
